loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0301, device='cuda:0')","tensor(0.3934, device='cuda:0')","tensor(0.6262, device='cuda:0')","tensor(0.3750, device='cuda:0')","tensor(0.0997, device='cuda:0')"
"tensor(0.0040, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7328e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7567e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4280e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0551e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3113e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0789e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.6189e-11, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0613e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.8435e-11, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
