loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0280, device='cuda:0')","tensor(0.8167, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8750, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0063, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.0003e-09, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5842e-09, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.2103e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.9047e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.3061e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6507e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5367e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6155e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4186e-10, device='cuda:0')","tensor(0.8589, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9044, device='cuda:0')","tensor(0., device='cuda:0')"
