loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0310, device='cuda:0')","tensor(0.3309, device='cuda:0')","tensor(0.5769, device='cuda:0')","tensor(0.3203, device='cuda:0')","tensor(0.0563, device='cuda:0')"
"tensor(0.0043, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.8932e-09, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7758e-09, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4501e-09, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1724e-09, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.5527e-10, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.1387e-10, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0422e-09, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.1574e-10, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.3939e-10, device='cuda:0')","tensor(0.8419, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8926, device='cuda:0')","tensor(0., device='cuda:0')"
