loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0267, device='cuda:0')","tensor(0.7605, device='cuda:0')","tensor(0.4861, device='cuda:0')","tensor(0.8203, device='cuda:0')","tensor(-0.0425, device='cuda:0')"
"tensor(0.0049, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.9927e-09, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0638e-09, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.7112e-10, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.8386e-10, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4705e-10, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.0086e-11, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.1751e-11, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.9264e-11, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.9776e-11, device='cuda:0')","tensor(0.8435, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8936, device='cuda:0')","tensor(0., device='cuda:0')"
