loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0290, device='cuda:0')","tensor(0.5622, device='cuda:0')","tensor(0.5287, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.0305, device='cuda:0')"
"tensor(0.0034, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.3445e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.8421e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.3792e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.4093e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.3226e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.0173e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.3327e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.1437e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.4384e-14, device='cuda:0')","tensor(0.8314, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0., device='cuda:0')"
