loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0268, device='cuda:0')","tensor(0.9883, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9922, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0052, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.4870e-07, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.8292e-08, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.9416e-08, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2418e-08, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3714e-08, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0866e-08, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.6589e-09, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.6600e-09, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.2079e-09, device='cuda:0')","tensor(0.9615, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9742, device='cuda:0')","tensor(0., device='cuda:0')"
