loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0309, device='cuda:0')","tensor(0.0422, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1562, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0045, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.4034e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.8953e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.4672e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.3426e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6116e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.8815e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.7909e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.1941e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5376e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
