loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0256, device='cuda:0')","tensor(0.8391, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8906, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0041, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.0357e-08, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6392e-08, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.6984e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.4081e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7092e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0542e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3440e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0984e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5210e-09, device='cuda:0')","tensor(0.8748, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9153, device='cuda:0')","tensor(0., device='cuda:0')"
