loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.6946, device='cuda:0')","tensor(0.2893, device='cuda:0')","tensor(0.5856, device='cuda:0')","tensor(0.2812, device='cuda:0')","tensor(0.0520, device='cuda:0')"
"tensor(0.7029, device='cuda:0')","tensor(0.3158, device='cuda:0')","tensor(0.4124, device='cuda:0')","tensor(0.2510, device='cuda:0')","tensor(-0.0444, device='cuda:0')"
"tensor(2.7388, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(20.6646, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(80.4813, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(89.8969, device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0., device='cuda:0')"
