loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.6810, device='cuda:0')","tensor(0.7565, device='cuda:0')","tensor(0.4815, device='cuda:0')","tensor(0.8125, device='cuda:0')","tensor(-0.0549, device='cuda:0')"
"tensor(0.6744, device='cuda:0')","tensor(0.8194, device='cuda:0')","tensor(0.4829, device='cuda:0')","tensor(0.8477, device='cuda:0')","tensor(-0.0458, device='cuda:0')"
"tensor(0.7884, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2754, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5735, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.0746, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.5281, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(17.6134, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(32.0984, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(48.4326, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(66.3744, device='cuda:0')","tensor(0.0216, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1095, device='cuda:0')","tensor(0., device='cuda:0')"
