loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.6943, device='cuda:0')","tensor(0.5622, device='cuda:0')","tensor(0.5287, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.0305, device='cuda:0')"
"tensor(0.6902, device='cuda:0')","tensor(0.6743, device='cuda:0')","tensor(0.6171, device='cuda:0')","tensor(0.6023, device='cuda:0')","tensor(0.1068, device='cuda:0')"
"tensor(0.7115, device='cuda:0')","tensor(0.0630, device='cuda:0')","tensor(0.5113, device='cuda:0')","tensor(0.1346, device='cuda:0')","tensor(0.0053, device='cuda:0')"
"tensor(0.7523, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.8260, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.9346, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0664, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2050, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3395, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4669, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5918, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1147, device='cuda:0')","tensor(0., device='cuda:0')"
