loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.7004, device='cuda:0')","tensor(0.3934, device='cuda:0')","tensor(0.6262, device='cuda:0')","tensor(0.3750, device='cuda:0')","tensor(0.0997, device='cuda:0')"
"tensor(0.7124, device='cuda:0')","tensor(0.1104, device='cuda:0')","tensor(0.5167, device='cuda:0')","tensor(0.1564, device='cuda:0')","tensor(0.0079, device='cuda:0')"
"tensor(0.7814, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0044, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4797, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2270, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.2271, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.6328, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.1305, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.6860, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.8461, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1126, device='cuda:0')","tensor(0., device='cuda:0')"
