loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.6687, device='cuda:0')","tensor(0.7612, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8359, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.6735, device='cuda:0')","tensor(0.8189, device='cuda:0')","tensor(0.4823, device='cuda:0')","tensor(0.8537, device='cuda:0')","tensor(-0.0503, device='cuda:0')"
"tensor(0.7345, device='cuda:0')","tensor(0.0358, device='cuda:0')","tensor(0.5038, device='cuda:0')","tensor(0.1183, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(0.9417, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4358, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2893, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.5924, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.9461, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.8735, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.0407, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(11.6488, device='cuda:0')","tensor(0.0224, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1116, device='cuda:0')","tensor(0., device='cuda:0')"
