loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0811, device='cuda:0')","tensor(0.0462, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1641, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1416, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1163, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0992, device='cuda:0')","tensor(0.8310, device='cuda:0')","tensor(0.5045, device='cuda:0')","tensor(0.8843, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(0.0894, device='cuda:0')","tensor(0.8383, device='cuda:0')","tensor(0.5177, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0.0609, device='cuda:0')"
"tensor(0.0997, device='cuda:0')","tensor(0.8308, device='cuda:0')","tensor(0.5041, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(0.0931, device='cuda:0')","tensor(0.8460, device='cuda:0')","tensor(0.5325, device='cuda:0')","tensor(0.8907, device='cuda:0')","tensor(0.1093, device='cuda:0')"
"tensor(0.0938, device='cuda:0')","tensor(0.8288, device='cuda:0')","tensor(0.5006, device='cuda:0')","tensor(0.8834, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(0.0860, device='cuda:0')","tensor(0.8320, device='cuda:0')","tensor(0.5063, device='cuda:0')","tensor(0.8847, device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(0.0901, device='cuda:0')","tensor(0.8301, device='cuda:0')","tensor(0.5029, device='cuda:0')","tensor(0.8839, device='cuda:0')","tensor(0.0100, device='cuda:0')"
"tensor(0.0892, device='cuda:0')","tensor(0.8294, device='cuda:0')","tensor(0.5016, device='cuda:0')","tensor(0.8836, device='cuda:0')","tensor(0.0057, device='cuda:0')"
