loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0810, device='cuda:0')","tensor(0.7612, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8359, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1193, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0979, device='cuda:0')","tensor(0.9223, device='cuda:0')","tensor(0.7193, device='cuda:0')","tensor(0.9338, device='cuda:0')","tensor(0.5774, device='cuda:0')"
"tensor(0.0809, device='cuda:0')","tensor(0.9718, device='cuda:0')","tensor(0.9208, device='cuda:0')","tensor(0.9721, device='cuda:0')","tensor(0.8616, device='cuda:0')"
"tensor(0.0799, device='cuda:0')","tensor(0.9755, device='cuda:0')","tensor(0.9227, device='cuda:0')","tensor(0.9759, device='cuda:0')","tensor(0.8787, device='cuda:0')"
"tensor(0.0797, device='cuda:0')","tensor(0.9761, device='cuda:0')","tensor(0.9257, device='cuda:0')","tensor(0.9765, device='cuda:0')","tensor(0.8820, device='cuda:0')"
"tensor(0.0820, device='cuda:0')","tensor(0.9816, device='cuda:0')","tensor(0.9486, device='cuda:0')","tensor(0.9817, device='cuda:0')","tensor(0.9100, device='cuda:0')"
"tensor(0.0788, device='cuda:0')","tensor(0.9768, device='cuda:0')","tensor(0.9167, device='cuda:0')","tensor(0.9775, device='cuda:0')","tensor(0.8841, device='cuda:0')"
"tensor(0.0783, device='cuda:0')","tensor(0.9802, device='cuda:0')","tensor(0.9398, device='cuda:0')","tensor(0.9805, device='cuda:0')","tensor(0.9027, device='cuda:0')"
"tensor(0.0785, device='cuda:0')","tensor(0.9833, device='cuda:0')","tensor(0.9617, device='cuda:0')","tensor(0.9833, device='cuda:0')","tensor(0.9194, device='cuda:0')"
"tensor(0.0788, device='cuda:0')","tensor(0.9836, device='cuda:0')","tensor(0.9617, device='cuda:0')","tensor(0.9836, device='cuda:0')","tensor(0.9207, device='cuda:0')"
