loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0809, device='cuda:0')","tensor(0.6412, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(0.6094, device='cuda:0')","tensor(-0.1582, device='cuda:0')"
"tensor(0.1099, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0966, device='cuda:0')","tensor(0.9356, device='cuda:0')","tensor(0.9364, device='cuda:0')","tensor(0.9298, device='cuda:0')","tensor(0.7196, device='cuda:0')"
"tensor(0.0985, device='cuda:0')","tensor(0.9437, device='cuda:0')","tensor(0.9418, device='cuda:0')","tensor(0.9394, device='cuda:0')","tensor(0.7503, device='cuda:0')"
"tensor(0.0902, device='cuda:0')","tensor(0.9614, device='cuda:0')","tensor(0.9646, device='cuda:0')","tensor(0.9592, device='cuda:0')","tensor(0.8246, device='cuda:0')"
"tensor(0.1002, device='cuda:0')","tensor(0.9312, device='cuda:0')","tensor(0.9526, device='cuda:0')","tensor(0.9237, device='cuda:0')","tensor(0.7099, device='cuda:0')"
"tensor(0.1004, device='cuda:0')","tensor(0.9408, device='cuda:0')","tensor(0.9618, device='cuda:0')","tensor(0.9350, device='cuda:0')","tensor(0.7457, device='cuda:0')"
"tensor(0.1041, device='cuda:0')","tensor(0.9328, device='cuda:0')","tensor(0.9561, device='cuda:0')","tensor(0.9255, device='cuda:0')","tensor(0.7164, device='cuda:0')"
"tensor(0.0997, device='cuda:0')","tensor(0.9389, device='cuda:0')","tensor(0.9598, device='cuda:0')","tensor(0.9328, device='cuda:0')","tensor(0.7384, device='cuda:0')"
"tensor(0.1008, device='cuda:0')","tensor(0.9419, device='cuda:0')","tensor(0.9622, device='cuda:0')","tensor(0.9364, device='cuda:0')","tensor(0.7498, device='cuda:0')"
"tensor(0.0997, device='cuda:0')","tensor(0.9406, device='cuda:0')","tensor(0.9613, device='cuda:0')","tensor(0.9348, device='cuda:0')","tensor(0.7448, device='cuda:0')"
