loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0811, device='cuda:0')","tensor(0.7612, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8359, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1453, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1191, device='cuda:0')","tensor(0.8426, device='cuda:0')","tensor(0.5259, device='cuda:0')","tensor(0.8893, device='cuda:0')","tensor(0.0879, device='cuda:0')"
"tensor(0.1359, device='cuda:0')","tensor(0.8288, device='cuda:0')","tensor(0.5006, device='cuda:0')","tensor(0.8834, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(0.1327, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1258, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1157, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1060, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1020, device='cuda:0')","tensor(0.8293, device='cuda:0')","tensor(0.5014, device='cuda:0')","tensor(0.8836, device='cuda:0')","tensor(0.0050, device='cuda:0')"
"tensor(0.1117, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1111, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
