loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0814, device='cuda:0')","tensor(0.3350, device='cuda:0')","tensor(0.5790, device='cuda:0')","tensor(0.3281, device='cuda:0')","tensor(0.0606, device='cuda:0')"
"tensor(0.1378, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1519, device='cuda:0')","tensor(0.8285, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8832, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.1192, device='cuda:0')","tensor(0.8289, device='cuda:0')","tensor(0.5008, device='cuda:0')","tensor(0.8834, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(0.0969, device='cuda:0')","tensor(0.8301, device='cuda:0')","tensor(0.5029, device='cuda:0')","tensor(0.8839, device='cuda:0')","tensor(0.0100, device='cuda:0')"
"tensor(0.0892, device='cuda:0')","tensor(0.8354, device='cuda:0')","tensor(0.5124, device='cuda:0')","tensor(0.8861, device='cuda:0')","tensor(0.0431, device='cuda:0')"
"tensor(0.0958, device='cuda:0')","tensor(0.8312, device='cuda:0')","tensor(0.5049, device='cuda:0')","tensor(0.8844, device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(0.0999, device='cuda:0')","tensor(0.8286, device='cuda:0')","tensor(0.5002, device='cuda:0')","tensor(0.8833, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(0.0924, device='cuda:0')","tensor(0.8364, device='cuda:0')","tensor(0.5143, device='cuda:0')","tensor(0.8866, device='cuda:0')","tensor(0.0493, device='cuda:0')"
"tensor(0.0969, device='cuda:0')","tensor(0.8294, device='cuda:0')","tensor(0.5016, device='cuda:0')","tensor(0.8836, device='cuda:0')","tensor(0.0057, device='cuda:0')"
"tensor(0.0950, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5024, device='cuda:0')","tensor(0.8838, device='cuda:0')","tensor(0.0086, device='cuda:0')"
