timestamp,model_category,run_desc,params,trainer_state,loss,f1,OA,AA,kappa
2025-08-17T16:41:00.921110+00:00,mae-pu-dbda,Default run,"{""num_epochs"": 120, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,4.025737509692137e-05,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-17T17:07:41.357049+00:00,mae-pu-dbda,Default run,"{""num_epochs"": 60, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,7.954651792746003e-05,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-17T17:39:26.132140+00:00,mae-pu-dbda,Lesser gamma,"{""num_epochs"": 60, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""pu_loss_gamma"": 0.5, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,7.947574024255696e-05,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-17T18:02:23.639442+00:00,mae-pu-dbda,Bigger gamma,"{""num_epochs"": 60, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""pu_loss_gamma"": 2.0, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,7.968774705128829e-05,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-17T18:17:42.312257+00:00,mae-pu-dbda,Fixed prior,"{""num_epochs"": 30, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""pu_loss_gamma"": 1.0, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.0036440885719194963,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-07-23T21:40:20.952001+00:00,dbda,Default run,"{""num_epochs"": 3, ""learning_rate"": 0.001, ""t_initial"": 3, ""weight_decay"": 0, ""lr_min"": 1e-05, ""warmup_lr_init"": 1e-05, ""warmup_t"": 1, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""scheduler"": ""<function IndianPinesDatapointsSearch.init_model.<locals>.<lambda> at 0x7f5f985d3740>"", ""band"": 75, ""classes"": 1}",,1.1606604485023611e-15,0.9967631697654724,0.9832580089569092,0.9978121519088745,nan
2025-08-04T21:34:19.744337+00:00,dbda,Default run,"{""num_epochs"": 3, ""learning_rate"": 0.001, ""t_initial"": 3, ""weight_decay"": 0, ""lr_min"": 1e-05, ""warmup_lr_init"": 1e-05, ""warmup_t"": 1, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""scheduler"": ""<function IndianPinesDatapointsSearch.init_model.<locals>.<lambda> at 0x7fb159b11ee0>"", ""band"": 75, ""classes"": 1}",,2.778509047867599e-15,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-04T21:41:19.460784+00:00,dbda,Default run,"{""num_epochs"": 3, ""learning_rate"": 0.001, ""t_initial"": 3, ""weight_decay"": 0, ""lr_min"": 1e-05, ""warmup_lr_init"": 1e-05, ""warmup_t"": 1, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""scheduler"": ""<function IndianPinesDatapointsSearch.init_model.<locals>.<lambda> at 0x7fae8e5f5f80>"", ""band"": 75, ""classes"": 1}",,2.778509047867599e-15,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-05T17:43:38.505276+00:00,dbda,Default run,"{""num_epochs"": 3, ""learning_rate"": 0.001, ""t_initial"": 3, ""weight_decay"": 0, ""lr_min"": 1e-05, ""warmup_lr_init"": 1e-05, ""warmup_t"": 1, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""scheduler"": ""<function IndianPinesDatapointsSearch.init_model.<locals>.<lambda> at 0x7ffa15ceea20>"", ""band"": 75, ""classes"": 1}",,1.2551146171099932e-14,0.9967194199562073,0.5,0.9978121519088745,0.0
2025-08-05T17:48:36.377353+00:00,dbda,PU bigger prior,"{""num_epochs"": 30, ""learning_rate"": 0.001, ""t_initial"": 30, ""weight_decay"": 0, ""lr_min"": 1e-05, ""warmup_lr_init"": 1e-05, ""warmup_t"": 3, ""batch_size"": 64, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""scheduler"": ""<function IndianPinesDatapointsSearch.init_model.<locals>.<lambda> at 0x7fdb663b2de0>"", ""band"": 75, ""classes"": 1}",,0.0033483952283859253,0.9967194199562073,0.5,0.9978121519088745,0.0
