loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0328, device='cuda:0')","tensor(0.0462, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1641, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0050, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.9988e-08, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.1615e-09, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.1525e-10, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.8188e-11, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.6137e-12, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.9985e-12, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.6945e-13, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6277e-13, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2916e-14, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1334e-14, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.5753e-15, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7680e-15, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6100e-16, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.1322e-17, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6070e-17, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6233e-17, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.7661e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6289e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.9620e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7796e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1509e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1073e-18, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.5555e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.9898e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.1179e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.4640e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.0429e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.2150e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.1841e-19, device='cuda:0')","tensor(0.8299, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8842, device='cuda:0')","tensor(0., device='cuda:0')"
