loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0299, device='cuda:0')","tensor(0.6508, device='cuda:0')","tensor(0.5320, device='cuda:0')","tensor(0.6016, device='cuda:0')","tensor(0.0423, device='cuda:0')"
"tensor(0.0038, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.1197e-07, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.8520e-09, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.1757e-10, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.6941e-11, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1947e-11, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.6549e-12, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.2690e-13, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.4026e-13, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.0166e-14, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
