loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0339, device='cuda:0')","tensor(0.0462, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.1641, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0068, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.1419e-07, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.0235e-08, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.3348e-09, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1480e-09, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.7896e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5004e-10, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.0002e-11, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.9543e-11, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.0095e-12, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.2090e-12, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.3360e-12, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7605e-12, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.7135e-13, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.6700e-13, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.2893e-13, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.1477e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2355e-13, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.6783e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.5514e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.4146e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.4774e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.0119e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.4768e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7152e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5034e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.0384e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3508e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3997e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2808e-14, device='cuda:0')","tensor(0.8344, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8874, device='cuda:0')","tensor(0., device='cuda:0')"
