loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(4.6548e-14, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.8522e-14, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.1153e-15, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.5943e-15, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6614e-15, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1517e-15, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.7776e-16, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.0329e-16, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.9489e-16, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5737e-16, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5521e-16, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.4542e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.4938e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.5369e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.9174e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.0915e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.2547e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.6885e-17, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
