loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0.0243, device='cuda:0')","tensor(0.7722, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8438, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0050, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.6535e-07, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.3362e-08, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5419e-09, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.7858e-10, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.6131e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.8295e-11, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.6629e-12, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6889e-12, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.0550e-13, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6523e-13, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.0200e-13, device='cuda:0')","tensor(0.8404, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8915, device='cuda:0')","tensor(0., device='cuda:0')"
