loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(3.7682e-13, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.6254e-13, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.4551e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.6513e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5476e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.9147e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5916e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5324e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.5709e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.0290e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1153e-14, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.2990e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.7458e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.8204e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.6474e-15, device='cuda:0')","tensor(0.8389, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8905, device='cuda:0')","tensor(0., device='cuda:0')"
