loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0., device='cuda:0')","tensor(1., device='cuda:0')","tensor(1., device='cuda:0')","tensor(1., device='cuda:0')","tensor(nan, device='cuda:0')"
"tensor(0.0013, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.0787e-07, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2189e-07, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.4679e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.8448e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2043e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.1085e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3621e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.8498e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2904e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.0727e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.1692e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2680e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4878e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2706e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.2450e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5172e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.2068e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1214e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.1846e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.5328e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.5089e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.3234e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.0847e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1261e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.5653e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.0159e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.5375e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.4539e-11, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(9.6475e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9980, device='cuda:0')","tensor(0., device='cuda:0')"
