loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(0., device='cuda:0')","tensor(1., device='cuda:0')","tensor(1., device='cuda:0')","tensor(1., device='cuda:0')","tensor(nan, device='cuda:0')"
"tensor(0.0015, device='cuda:0')","tensor(0.9916, device='cuda:0')","tensor(0.4948, device='cuda:0')","tensor(0.9874, device='cuda:0')","tensor(-0.0035, device='cuda:0')"
"tensor(3.0404e-06, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.9968e-08, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.1808e-08, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.7529e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.0729e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.3648e-12, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0027, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0030, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0030, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0.0033, device='cuda:0')","tensor(0.9969, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.9979, device='cuda:0')","tensor(0., device='cuda:0')"
